Grand Rapids;16.5
Amarillo;27.9
Yonkers;18.2
Aurora;18.1
Montgomery;25.9
Akron;16.8
Little Rock;24.2
Huntsville;23.4
Augusta;22.5
Port St. Lucie;27.3
Grand Prairie;25.2
Columbus;17.4
Tallahassee;26.9
Overland Park;21.6
Tempe;30.4
McKinney;26.2
Mobile;25.0
Cape Coral;27.5
Shreveport;24.6
Frisco;26.1
Knoxville;22.7
Worcester;16.6
Brownsville;29.3
Vancouver;17.7
Fort Lauderdale;28.3
Sioux Falls;18.7
Ontario;23.7
Chattanooga;23.3
Providence;17.0
Newport News;22.6
Rancho Cucamonga;24.0
Santa Rosa;20.0
Peoria;29.5
Oceanside;22.3
Elk Grove;25.7
Salem;18.5
Pembroke Pines;28.1
Eugene;17.9
Garden Grove;20.4
Cary;21.9
Fort Collins;19.4
Corona;23.2
Springfield;22.1
Jackson;24.8
Alexandria;21.0
Hayward;19.2
Clarksville;23.7
Lakewood;18.3
Lancaster;24.1
Salinas;20.8
Palmdale;23.5
Hollywood;28.0
Springfield;22.0
Macon;23.6
Kansas City;21.5
Sunnyvale;19.3
Pomona;23.4
Killeen;27.8
Escondido;22.4
Pasadena;20.9
Naperville;17.2
Bellevue;15.7
Joliet;16.1
Murfreesboro;23.1
Midland;28.6
Rockford;15.3
Paterson;19.5
Savannah;24.4
Bridgeport;18.6
Torrance;21.1
McAllen;29.7
Syracuse;15.9
Surprise;30.6
Denton;26.0
Roseville;25.5
Thornton;18.9
Miramar;28.4
Pasadena;20.3
Mesquite;25.3
Olathe;21.4
Dayton;16.3
Carrollton;25.6
Waco;27.7
Orange;20.7
Fullerton;20.5
Charleston;23.0
West Valley City;19.1
Visalia;26.3
Hampton;22.2
Gainesville;27.1
Warren;16.4
Coral Springs;28.2
Cedar Rapids;17.8
Round Rock;27.6
Sterling Heights;15.5
Kent;15.1
Columbia;23.5
Santa Clara;19.9
New Haven;18.1
Stamford;18.0
Concord;19.7
Elizabeth;19.8
Athens;23.3
Thousand Oaks;20.6
Lafayette;24.9
Simi Valley;21.2
Topeka;20.2
Norman;24.5
Fargo;14.2
Wilmington;22.9
Abilene;28.8
Odessa;29.4
Columbia;23.2
Pearland;27.5
Victorville;23.8
Hartford;17.7
Vallejo;19.6
Allentown;17.5
Berkeley;18.4
Richardson;25.4
Arvada;18.8
Ann Arbor;16.0
Rochester;15.7
Cambridge;16.9
Sugar Land;27.4
Lansing;15.2
Evansville;22.8
College Station;27.3
Fairfield;19.0
Clearwater;27.0
Beaumont;26.7
Independence;21.3
Provo;19.5
West Jordan;19.8
Murrieta;23.9
Palm Bay;27.2
El Monte;20.4
Carlsbad;22.1
North Charleston;23.4
Temecula;23.7
Clovis;26.5
Springfield;21.7
Meridian;23.1
Westminster;18.7
Costa Mesa;20.0
High Point;21.6
Manchester;17.3
Pueblo;19.9
Lakeland;27.9
Pompano Beach;28.6
West Palm Beach;28.5
Antioch;24.2
Everett;15.6
Downey;20.1
Lowell;16.7
Centennial;18.5
Elgin;16.4
Richmond;21.8
Peoria;15.9
Broken Arrow;24.6
Miami Gardens;28.1
Billings;20.3
Jurupa Valley;23.6
Sandy Springs;23.3
Gresham;17.6
Lewisville;25.5
Hillsboro;17.9
Ventura;20.9
Greeley;19.6
Inglewood;20.2
Waterbury;17.1
League City;27.8
Santa Maria;21.0
Tyler;27.7
Davie;28.3
Lakewood;18.2
Daly City;18.9
Boulder;18.4
Allen;26.4
West Covina;20.8
Sparks;26.2
Wichita Falls;26.9
Green Bay;14.6
San Mateo;19.1
Norwalk;20.5
Rialto;23.0
Las Cruces;28.7
Chico;25.9
El Cajon;22.0
Burbank;20.6
South Bend;16.6
Renton;15.8
Vista;22.7
Davenport;17.4
Edinburg;29.5
Tuscaloosa;24.3
Carmel;17.0
Spokane Valley;17.2
San Angelo;29.1
Vacaville;19.4
Clinton;22.4
Bend;18.3
Woodbridge;19.2
San Marcos;27.6
Hesperia;23.5
Redding;25.8
Brockton;16.1
Roswell;23.9
Beaverton;17.8
Quincy;16.5
Compton;20.3
Gainesville;22.5
Fairfield;19.0
Manchester;17.3
Pueblo;19.9
Lakeland;27.9
Pompano Beach;28.6
West Palm Beach;28.5
Antioch;24.2
Everett;15.6
Downey;20.1
Lowell;16.7
Centennial;18.5
Elgin;16.4
Richmond;21.8
Peoria;15.9
Broken Arrow;24.6
Miami Gardens;28.1
Billings;20.3
Jurupa Valley;23.6
Sandy Springs;23.3
Gresham;17.6
Lewisville;25.5
Hillsboro;17.9
Ventura;20.9
Greeley;19.6
Inglewood;20.2
Waterbury;17.1
League City;27.8
Santa Maria;21.0
Tyler;27.7
Davie;28.3
Lakewood;18.2
Daly City;18.9
Boulder;18.4
Allen;26.4
West Covina;20.8
Sparks;26.2
Wichita Falls;26.9
Green Bay;14.6
San Mateo;19.1
Norwalk;20.5
Rialto;23.0
Las Cruces;28.7
Chico;25.9
El Cajon;22.0
Burbank;20.6
South Bend;16.6
Renton;15.8
Vista;22.7
Davenport;17.4
Edinburg;29.5
Tuscaloosa;24.3
Carmel;17.0
Spokane Valley;17.2
San Angelo;29.1
Vacaville;19.4
Clinton;22.4
Bend;18.3
Woodbridge;19.2
San Marcos;27.6
Hesperia;23.5
Redding;25.8
Brockton;16.1
Roswell;23.9
Beaverton;17.8
Quincy;16.5
Compton;20.3
Gainesville;22.5
Fairfield;19.0
Manchester;17.3
Pueblo;19.9
Lakeland;27.9
Pompano Beach;28.6
West Palm Beach;28.5
Antioch;24.2
Everett;15.6
Downey;20.1
Lowell;16.7
Centennial;18.5
Elgin;16.4
Richmond;21.8
Peoria;15.9
Broken Arrow;24.6
Miami Gardens;28.1
Billings;20.3
Jurupa Valley;23.6
Sandy Springs;23.3
Gresham;17.6
Lewisville;25.5
Hillsboro;17.9
Ventura;20.9
Greeley;19.6
Inglewood;20.2
Waterbury;17.1
League City;27.8
Santa Maria;21.0
Tyler;27.7
Davie;28.3
Lakewood;18.2
Daly City;18.9
Boulder;18.4
Allen;26.4
West Covina;20.8
Sparks;26.2
Wichita Falls;26.9
Green Bay;14.6
San Mateo;19.1
Norwalk;20.5
Rialto;23.0
Las Cruces;28.7
Chico;25.9
El Cajon;22.0
Burbank;20.6
South Bend;16.6
Renton;15.8
Vista;22.7
Davenport;17.4
Edinburg;29.5
Tuscaloosa;24.3
Carmel;17.0
Spokane Valley;17.2
San Angelo;29.1
Vacaville;19.4
Clinton;22.4
Bend;18.3
Woodbridge;19.2
San Marcos;27.6
Hesperia;23.5
Redding;25.8
Brockton;16.1
Roswell;23.9
Beaverton;17.8
Quincy;16.5
Compton;20.3
Gainesville;22.5
Fairfield;19.0
Manchester;17.3
Pueblo;19.9
Lakeland;27.9
Pompano Beach;28.6
West Palm Beach;28.5
Antioch;24.2
Everett;15.6
Downey;20.1
Lowell;16.7
Centennial;18.5
Elgin;16.4
Richmond;21.8
Peoria;15.9
Broken Arrow;24.6
Miami Gardens;28.1
Billings;20.3
Jurupa Valley;23.6
Sandy Springs;23.3
Gresham;17.6
Lewisville;25.5
Hillsboro;17.9
Ventura;20.9
Greeley;19.6
Inglewood;20.2
Waterbury;17.1
League City;27.8
Santa Maria;21.0
Tyler;27.7
Davie;28.3
Lakewood;18.2
Daly City;18.9
Boulder;18.4
Allen;26.4
West Covina;20.8
Sparks;26.2
Wichita Falls;26.9
Green Bay;14.6
San Mateo;19.1
Norwalk;20.5
Rialto;23.0
Las Cruces;28.7
Chico;25.9
El Cajon;22.0
Burbank;20.6
South Bend;16.6
Renton;15.8
Vista;22.7
Davenport;17.4
Edinburg;29.5
Tuscaloosa;24.3
Carmel;17.0
Spokane Valley;17.2
San Angelo;29.1
Vacaville;19.4
Clinton;22.4
Bend;18.3
Woodbridge;19.2
San Marcos;27.6
Hesperia;23.5
Redding;25.8
Brockton;16.1
Roswell;23.9
Beaverton;17.8
Quincy;16.5
Compton;20.3
Gainesville;22.5
Fairfield;19.0
Manchester;17.3
Pueblo;19.9
Lakeland;27.9
Pompano Beach;28.6
West Palm Beach;28.5
Antioch;24.2
Everett;15.6
Downey;20.1
Lowell;16.7
Centennial;18.5
Elgin;16.4
Richmond;21.8
Peoria;15.9
Broken Arrow;24.6
Miami Gardens;28.1
Billings;20.3
Jurupa Valley;23.6
Sandy Springs;23.3
Gresham;17.6
Lewisville;25.5
Hillsboro;17.9
Ventura;20.9
Greeley;19.6
Inglewood;20.2
Waterbury;17.1
League City;27.8
Santa Maria;21.0
Tyler;27.7
Davie;28.3
Lakewood;18.2
Daly City;18.9
Boulder;18.4
Allen;26.4
West Covina;20.
